raw,t5_template,cluster_id,cluster_template,drain_similarity,auto_label,auto_label_v2,manual_label,final_label
[2025-08-28T19:56:46.900] POWER: Power save mode: 210 nodes,[2025-08-28T19:56:46.900] [2025-08-28T20:56:46.900] [2025-08-28T20:56:46.900] [2025-08-28T20:56:46.900] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T20:07:06.974] POWER: Power save mode: 210 nodes,[2025-08-28T20:07:06.974] POWER: Power save mode: 210 nodes [2025-08-28T20:07:06.974] POWER: Power save mode: 210 nodes [2025-08-28T20:07:06.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T20:17:26.050] POWER: Power save mode: 210 nodes,[2025-08-28T20:17:26.050] POWER: Power save mode: 210 nodes: [2025-08-28T20:17:26.050] POWER: [2025-08-28T20:17:26.050] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T20:27:46.123] POWER: Power save mode: 210 nodes,[2025-08-28T20:27:46.123]::: [2025-08-28T20:27:46.123] POWER: Power save mode: 210 nodes:: Power save mode: 210 nodes:..,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T20:38:06.198] POWER: Power save mode: 210 nodes,[2025-08-28T20:38:06.198] POWER: Power save mode: 210 nodes: [2025-08-28T20:38:06.198] POWER: Power save mode: 210 nodes: [2025-08-28T20:38:06.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T20:48:26.272] POWER: Power save mode: 210 nodes,[2025-08-28T20:48:26.272] POWER: Power save mode: 210 nodes: [2025-08-28T20:48:26.272] POWER: Power save mode: 210 nodes: [2025-08-28T20:48,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T20:58:46.347] POWER: Power save mode: 210 nodes,[2025-08-28T20:58:46.347] POWER: Power save mode: 210 nodes. [2025-08-28T20:58:46.347] POWER: Power save mode: 210 nodes.,T00015415,[2025-08-27T10:08:36.898]... [2025-08-27T10:08:36.898] [2025-08-27T10:08:36.898] [2025-08-27T10:,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T21:09:06.422] POWER: Power save mode: 210 nodes,[2025-08-28T21:09:06.422] POWER: Power save mode: 210 nodes [2025-08-28T21:09:06.422] POWER: Power save mode: 210 nodes [2025-08-28T21:09:06.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T21:19:26.498] POWER: Power save mode: 210 nodes,[2025-08-28T21:19:26.498] POWER: Power save mode: 210 nodes [2025-08-28T21:19:26.498] POWER: Power save mode: 210 nodes [2025-08-28T21:19:2,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T21:29:46.573] POWER: Power save mode: 210 nodes,[2025-08-28T21:29:46.573] POWER: Power save mode: 210 nodes [2025-08-28T21:29:46.573] POWER: Power save mode: 210 nodes [2025-08-28T21:29:4,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T21:40:06.648] POWER: Power save mode: 210 nodes,[2025-08-28T21:40:06.648] POWER: Power save mode: 210 nodes: [2025-08-28T21:40:06.648] POWER: Power save mode: 210 nodes: [2025-08-28T21:40,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T21:50:26.721] POWER: Power save mode: 210 nodes,[2025-08-28T21:50:26.721] POWER: Power save mode: 210 nodes: [2025-08-28T21:50:26.721] POWER: Power save mode: 210 nodes: [2025-08-28T21:50,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T22:00:46.799] POWER: Power save mode: 210 nodes,[2025-08-28T22:00:46.799] POWER: Power save mode: 210 nodes: [2025-08-28T22:00:46.799] POWER: [2025-08-28T22:00:46.799] POWER: [2025-08,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T22:11:06.873] POWER: Power save mode: 210 nodes,[2025-08-28T22:11:06.873] POWER: Power save mode: 210 nodes [2025-08-28T22:11:06.873] POWER: Power save mode: 210 nodes [2025-08-28T22:11:06.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T22:21:26.945] POWER: Power save mode: 210 nodes,[2025-08-28T22:21:26.945]. [2025-08-28T22:21:26.945] [2025-08-28T22:21:26.945] [2025-08-28T22:21:26,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T22:31:47.016] POWER: Power save mode: 210 nodes,[2025-08-28T22:31:47.016] [2025-08-28T22:31:47.016] [2025-08-28T22:31:47.016] [2025-08-28T22:31:47.016] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T22:42:07.087] POWER: Power save mode: 210 nodes,[2025-08-28T22:42:07.087] POWER: Power save mode: 210 nodes [2025-08-28T22:42:07.087] POWER: 210 nodes: [2025-08-28T22:42:07.087],T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T22:52:27.163] POWER: Power save mode: 210 nodes,[2025-08-28T22:52:27.163] POWER: Power save mode: 210 nodes [2025-08-28T22:52:27.163] POWER: Power save mode: 210 nodes [2025-08-28T22:52:2,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T23:02:47.239] POWER: Power save mode: 210 nodes,[2025-08-28T23:02:47.239] POWER: Power save mode: 210 nodes. [2025-08-28T23:02:47.239] POWER: [2025-08-28T23:02:47.239] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T23:13:07.317] POWER: Power save mode: 210 nodes,[2025-08-28T23:13:07.317] POWER: Power save mode: 210 nodes: [2025-08-28T23:13:07.317] POWER: Power save mode: 210 nodes: [2025-08-28T23:13,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T23:23:27.395] POWER: Power save mode: 210 nodes,[2025-08-28T23:23:27.395] [2025-08-28T23:23:27.395] [2025-08-28T23:23:27.395] [2025-08-28T23:23:27.395] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T23:33:47.472] POWER: Power save mode: 210 nodes,[2025-08-28T23:33:47.472] POWER: Power save mode: 210 nodes. [2025-08-28T23:33:47.472] POWER: Power save mode: 210 nodes.,T00015415,[2025-08-27T10:08:36.898]... [2025-08-27T10:08:36.898] [2025-08-27T10:08:36.898] [2025-08-27T10:,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T23:44:07.546] POWER: Power save mode: 210 nodes,[2025-08-28T23:44:07.546] POWER: Power save mode: 210 nodes. [2025-08-28T23:44:07.546] POWER: [2025-08-28T23:44:07.546] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-28T23:54:27.623] POWER: Power save mode: 210 nodes,[2025-08-28T23:54:27.623] POWER: Power save mode: 210 nodes [2025-08-28T23:54:27.623] POWER: Power save mode: 210 nodes [2025-08-28T23:54,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T00:04:47.695] POWER: Power save mode: 210 nodes,[2025-08-29T00:04:47.695] [2025-08-29T00:04:47.695] [2025-08-29T00:04:47.695] [2025-08-29T00:04:47.695,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T00:15:07.773] POWER: Power save mode: 210 nodes,[2025-08-29T00:15:07.773] POWER: Power save mode: 210 nodes [2025-08-29T00:15:07.773] POWER: Power save mode: 210 nodes [2025-08-29T00:15:07.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T00:25:27.845] POWER: Power save mode: 210 nodes,[2025-08-29T00:25:27.845] POWER: Power save mode: 210 nodes [2025-08-29T00:25:27.845] POWER: [2025-08-29T00:25:27.845] POWER,T00015502,nodesg-l4-4c-dy-g62xlarge-1g-l4-4c-dy-g62xlarge-1g-l4-4c-dy-g62xlarge-1-g62xlarge-1gg62xlarge-1g,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T00:35:47.920] POWER: Power save mode: 210 nodes,[2025-08-29T00:35:47.920] [2025-08-29T00:35:47.920] [2025-08-29T00:35:47.920] [2025-08-29T00:35:47.920] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T00:46:07.997] POWER: Power save mode: 210 nodes,[2025-08-29T00:46:07.997] POWER: Power save mode: 210 nodes [2025-08-29T00:46:07.997] POWER: Power save mode: 210 nodes [2025-08-29T00:46:07.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T00:56:27.066] POWER: Power save mode: 210 nodes,[2025-08-29T00:56:27.066] POWER: Power save mode: 210 nodes. [2025-08-29T00:56:27.066] POWER: Power save mode: 210 nodes.,T00015415,[2025-08-27T10:08:36.898]... [2025-08-27T10:08:36.898] [2025-08-27T10:08:36.898] [2025-08-27T10:,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T01:06:47.141] POWER: Power save mode: 210 nodes,[2025-08-29T01:06:47.141] [2025-08-29T01:06:47.141] [2025-08-29T01:06:47.141] [2025-08-29T01:06:47.141] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T01:17:07.217] POWER: Power save mode: 210 nodes,[2025-08-29T01:17:07.217] POWER: Power save mode: 210 nodes [2025-08-29T01:17:07.217] POWER: [2025-08-29T01:17:07.217] POWER: [202,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T01:27:27.293] POWER: Power save mode: 210 nodes,[2025-08-29T01:27:27.293] POWER: Power save mode: 210 nodes. [2025-08-29T01:27:27.293] POWER: [2025-08-29T01:27:27.293] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T01:37:47.369] POWER: Power save mode: 210 nodes,[2025-08-29T01:37:47.369] POWER: Power save mode: 210 nodes. [2025-08-29T01:37:47.369] POWER: [2025-08-29T01:37:47.369] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T01:48:07.446] POWER: Power save mode: 210 nodes,[2025-08-29T01:48:07.446] POWER: Power save mode: 210 nodes [2025-08-29T01:48:07.446] POWER: Power save mode: 210 nodes [2025-08-29T01:48:07.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T01:58:27.520] POWER: Power save mode: 210 nodes,[2025-08-29T01:58:27.520] [2025-08-29T01:58:27.520] [2025-08-29T01:58:27.520] [2025-08-29T01:58:27.520] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T02:08:47.595] POWER: Power save mode: 210 nodes,[2025-08-29T02:08:47.595] POWER: Power save mode: 210 nodes [2025-08-29T02:08:47.595] POWER: Power save mode: 210 nodes [2025-08-29T02:08:4,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T02:19:07.669] POWER: Power save mode: 210 nodes,[2025-08-29T02:19:07.669] POWER: Power save mode: 210 nodes: [2025-08-29T02:19:07.669] POWER: [2025-08-29T02:19:07.669] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T02:29:27.743] POWER: Power save mode: 210 nodes,[2025-08-29T02:29:27.743] POWER: Power save mode: 210 nodes [2025-08-29T02:29:27.743] POWER: Power save mode: 210 nodes [2025-08-29T02:29,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T02:39:47.820] POWER: Power save mode: 210 nodes,[2025-08-29T02:39:47.820] POWER: Power save mode: 210 nodes. [2025-08-29T02:39:47.820] POWER: Power save mode: 210 nodes.,T00015415,[2025-08-27T10:08:36.898]... [2025-08-27T10:08:36.898] [2025-08-27T10:08:36.898] [2025-08-27T10:,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T02:50:07.895] POWER: Power save mode: 210 nodes,[2025-08-29T02:50:07.895] POWER: Power save mode: 210 nodes [2025-08-29T02:50:07.895] POWER: 210 nodes: [2025-08-29T02:50:07.895],T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T03:00:27.970] POWER: Power save mode: 210 nodes,[2025-08-29T03:00:27.970] [2025-08-29T03:00:27.970] [2025-08-29T03:00:27.970] [2025-08-29T03:00:27.970,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T03:10:47.044] POWER: Power save mode: 210 nodes,[2025-08-29T03:10:47.044] POWER: Power save mode: 210 nodes: [2025-08-29T03:10:47.044] POWER: [2025-08-29T03:10:47.044] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T03:21:07.121] POWER: Power save mode: 210 nodes,[2025-08-29T03:21:07.121] POWER: Power save mode: 210 nodes [2025-08-29T03:21:07.121] POWER: Power save mode: 210 nodes [2025-08-29T03:21:07.121],T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T03:31:27.195] POWER: Power save mode: 210 nodes,[2025-08-29T03:31:27.195] [2025-08-29T03:31:27.195] [2025-08-29T03:31:27.195] [2025-08-29T03:31:27.195] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T03:41:47.272] POWER: Power save mode: 210 nodes,[2025-08-29T03:41:47.272] POWER: Power save mode: 210 nodes [2025-08-29T03:41:47.272] POWER: Power save mode: 210 nodes [2025-08-29T03:41:4,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T03:52:07.346] POWER: Power save mode: 210 nodes,[2025-08-29T03:52:07.346] POWER: Power save mode: 210 nodes: [2025-08-29T03:52:07.346] POWER: Power save mode: 210 nodes: [2025-08-29T03:52,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T04:02:27.423] POWER: Power save mode: 210 nodes,[2025-08-29T04:02:27.423] POWER: Power save mode: 210 nodes. [2025-08-29T04:02:27.423] POWER: Power save mode: 210 nodes.,T00015415,[2025-08-27T10:08:36.898]... [2025-08-27T10:08:36.898] [2025-08-27T10:08:36.898] [2025-08-27T10:,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T04:12:47.495] POWER: Power save mode: 210 nodes,[2025-08-29T04:12:47.495] POWER: Power save mode: 210 nodes [2025-08-29T04:12:47.495] POWER: Power save mode: 210 nodes [2025-08-29T04:12,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T04:23:07.570] POWER: Power save mode: 210 nodes,[2025-08-29T04:23:07.570] POWER: Power save mode: 210 nodes [2025-08-29T04:23:07.570] POWER: Power save mode: 210 nodes [2025-08-29T04:23:07.570],T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T04:33:27.641] POWER: Power save mode: 210 nodes,[2025-08-29T04:33:27.641] POWER: Power save mode: 210 nodes. [2025-08-29T04:33:27.641] POWER: [2025-08-29T04:33:27.641],T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T04:43:47.714] POWER: Power save mode: 210 nodes,[2025-08-29T04:43:47.714] POWER: Power save mode: 210 nodes [2025-08-29T04:43:47.714] POWER: Power save mode: 210 nodes [2025-08-29T04:43,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T04:54:07.791] POWER: Power save mode: 210 nodes,[2025-08-29T04:54:07.791] POWER: Power save mode: 210 nodes [2025-08-29T04:54:07.791] POWER: Power save mode: 210 nodes [2025-08-29T04:54:07.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T05:04:27.866] POWER: Power save mode: 210 nodes,[2025-08-29T05:04:27.866] POWER: Power save mode: 210 nodes. [2025-08-29T05:04:27.866] POWER: [2025-08-29T05:04:27.866] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T05:14:47.940] POWER: Power save mode: 210 nodes,[2025-08-29T05:14:47.940]::: [2025-08-29T05:14:47.940] POWER: Power save mode: 210 nodes:: Power save mode:..05:,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T05:25:07.013] POWER: Power save mode: 210 nodes,[2025-08-29T05:25:07.013] POWER: Power save mode: 210 nodes: [2025-08-29T05:25:07.013] POWER: [2025-08-29T05:25:07.013] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T05:35:27.091] POWER: Power save mode: 210 nodes,[2025-08-29T05:35:27.091] [2025-08-29T05:35:27.091] [2025-08-29T05:35:27.091] [2025-08-29T05:35:27.091] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T05:45:47.167] POWER: Power save mode: 210 nodes,[2025-08-29T05:45:47.167]::: [2025-08-29T05:45:47.167] POWER: Power save mode: 210 nodes:: Power save mode:...-,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T05:56:07.241] POWER: Power save mode: 210 nodes,[2025-08-29T05:56:07.241] POWER: Power save mode: 210 nodes [2025-08-29T05:56:07.241] POWER: Power save mode: 210 nodes [2025-08-29T05:56:07.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T06:06:27.316] POWER: Power save mode: 210 nodes,[2025-08-29T06:06:27.316] POWER: Power save mode: 210 nodes [2025-08-29T06:06:27.316] POWER: [2025-08-29T06:06:27.316] POWER: [202,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T06:16:47.392] POWER: Power save mode: 210 nodes,[2025-08-29T06:16:47.392] POWER: Power save mode: 210 nodes: [2025-08-29T06:16:47.392] POWER: [2025-08-29T06:16:47.392] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T06:27:07.468] POWER: Power save mode: 210 nodes,[2025-08-29T06:27:07.468] POWER: Power save mode: 210 nodes: [2025-08-29T06:27:07.468] POWER: [2025-08-29T06:27:07.468] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T06:37:27.542] POWER: Power save mode: 210 nodes,[2025-08-29T06:37:27.542] POWER: Power save mode: 210 nodes. [2025-08-29T06:37:27.542] POWER: [2025-08-29T06:37:27.542] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T06:47:47.620] POWER: Power save mode: 210 nodes,[2025-08-29T06:47:47.620] [2025-08-29T06:47:47.620] [2025-08-29T06:47:47.620] [2025-08-29T06:47:47.620] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T06:58:07.691] POWER: Power save mode: 210 nodes,[2025-08-29T06:58:07.691] POWER: Power save mode: 210 nodes [2025-08-29T06:58:07.691] POWER: Power save mode: 210 nodes [2025-08-29T06:58:07.,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T07:08:27.765] POWER: Power save mode: 210 nodes,[2025-08-29T07:08:27.765]: [2025-08-29T07:08:27.765]: [2025-08-29T07:08:27.765] [2025-08-29T07:08,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T07:18:47.843] POWER: Power save mode: 210 nodes,[2025-08-29T07:18:47.843] POWER: Power save mode: 210 nodes [2025-08-29T07:18:47.843] POWER: Power save mode: 210 nodes [2025-08-29T07:18,T00015417,[2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T11:00:16.269] [2025-08-27T,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T07:29:07.919] POWER: Power save mode: 210 nodes,[2025-08-29T07:29:07.919] [2025-08-29T07:29:07.919] [2025-08-29T07:29:07.919] [2025-08-29T07:29:07.919] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T07:39:27.994] POWER: Power save mode: 210 nodes,[2025-08-29T07:39:27.994] POWER: Power save mode: 210 nodes. [2025-08-29T07:39:27.994] POWER: [2025-08-29T07:39:27.994] POWER: [,T00015414,<*> POWER: Power save mode: <*> nodes. <*> POWER: Power save mode: <*> nodes.,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T07:49:47.065] POWER: Power save mode: 210 nodes,[2025-08-29T07:49:47.065] [2025-08-29T07:49:47.065] [2025-08-29T07:49:47.065] [2025-08-29T07:49:47.065] [2025-0,T-1,,1.0,unlabeled,unlabeled,node_shutdown_event,node_shutdown_event
[2025-08-29T07:58:13.317] sched: _slurm_rpc_allocate_resources JobId=830 NodeList=test-cpu-8c-c7iflex-dy-c7iflex4xlarge-1 usec=4304,sched: _slurm_rpc_allocate_resources sched: _slurm_rpc_allocate_resources [2025-08-29T07:58:13.317] s,T00015756,nodes to resume for job [2025-08-28T16:05:49.231] POWER: no more nodes to resume for job:48 POWER: no more nodes to resume for job..5-08-28T16:05,1.0,unlabeled,unlabeled,unlabeled,unlabeled
[2025-08-29T07:58:34.128] POWER: no more nodes to resume for job JobId=830,nodes to resume for job POWER: no more nodes to resume for job POWER: no more nodes to resume for job:830 POWER: no more nodes to resume for job JobId=830 JobId=830:32:,T00015496,gpu-l4-2c-dy-g6xlarge-1 gpu-l4-2c-dy-g6xlarge-1-gpu-l4-dy-g6xlarge-1gpu-gg POWER,1.0,unlabeled,unlabeled,unlabeled,unlabeled
