dataset,line_no,timestamp,level,component,message,template
Linux_2k,203,,,Jun,Jun 22 03:17:36 combo sshd(pam_unix)[16213]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:36 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,204,,,Jun,Jun 22 03:17:45 combo sshd(pam_unix)[16216]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:45 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,205,,,Jun,Jun 22 03:17:46 combo sshd(pam_unix)[16218]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:46 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,206,,,Jun,Jun 22 03:17:46 combo sshd(pam_unix)[16219]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:46 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,207,,,Jun,Jun 22 03:17:52 combo sshd(pam_unix)[16222]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:52 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,208,,,Jun,Jun 22 03:17:55 combo sshd(pam_unix)[16224]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,209,,,Jun,Jun 22 03:17:56 combo sshd(pam_unix)[16226]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:56 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,210,,,Jun,Jun 22 03:17:56 combo sshd(pam_unix)[16227]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:17:56 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,211,,,Jun,Jun 22 03:18:02 combo sshd(pam_unix)[16230]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:02 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,212,,,Jun,Jun 22 03:18:05 combo sshd(pam_unix)[16232]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:05 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,213,,,Jun,Jun 22 03:18:06 combo sshd(pam_unix)[16234]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:06 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,214,,,Jun,Jun 22 03:18:06 combo sshd(pam_unix)[16235]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:06 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,215,,,Jun,Jun 22 03:18:10 combo sshd(pam_unix)[16238]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:10 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,216,,,Jun,Jun 22 03:18:12 combo sshd(pam_unix)[16240]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:12 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,217,,,Jun,Jun 22 03:18:15 combo sshd(pam_unix)[16242]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:15 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,218,,,Jun,Jun 22 03:18:16 combo sshd(pam_unix)[16244]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:16 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,219,,,Jun,Jun 22 03:18:16 combo sshd(pam_unix)[16245]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:16 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,220,,,Jun,Jun 22 03:18:20 combo sshd(pam_unix)[16248]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:20 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,221,,,Jun,Jun 22 03:18:22 combo sshd(pam_unix)[16250]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Jun 22 03:18:22 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n2<NUM>.netvigator.com  user=root
Linux_2k,222,,,Jun,Jun 22 04:05:58 combo su(pam_unix)[16663]: session opened for user cyrus by (uid=0),Jun 22 04:05:58 combo su(pam_unix)[<NUM>]: session opened for user cyrus by (uid=0)
Linux_2k,223,,,Jun,Jun 22 04:05:59 combo su(pam_unix)[16663]: session closed for user cyrus,Jun 22 04:05:59 combo su(pam_unix)[<NUM>]: session closed for user cyrus
Linux_2k,224,,,logrotate,Jun 22 04:06:00 combo logrotate: ALERT exited abnormally with [1],Jun 22 04:06:00 combo logrotate: ALERT exited abnormally with [1]
Linux_2k,225,,,Jun,Jun 22 04:11:42 combo su(pam_unix)[17037]: session opened for user news by (uid=0),Jun 22 04:11:42 combo su(pam_unix)[<NUM>]: session opened for user news by (uid=0)
Linux_2k,226,,,Jun,Jun 22 04:11:42 combo su(pam_unix)[17037]: session closed for user news,Jun 22 04:11:42 combo su(pam_unix)[<NUM>]: session closed for user news
Linux_2k,227,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17129]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,228,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17129]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,229,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17125]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,230,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17125]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,231,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17124]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,232,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17124]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,233,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17123]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,234,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17123]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,235,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17132]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,236,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17132]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,237,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17131]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,238,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17131]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,239,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17135]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,240,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17135]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,241,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17137]: check pass; user unknown,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,242,,,Jun,Jun 22 04:30:55 combo sshd(pam_unix)[17137]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:55 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,243,,,Jun,Jun 22 04:30:56 combo sshd(pam_unix)[17139]: check pass; user unknown,Jun 22 04:30:56 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,244,,,Jun,Jun 22 04:30:56 combo sshd(pam_unix)[17139]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:56 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,245,,,Jun,Jun 22 04:30:56 combo sshd(pam_unix)[17140]: check pass; user unknown,Jun 22 04:30:56 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,246,,,Jun,Jun 22 04:30:56 combo sshd(pam_unix)[17140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Jun 22 04:30:56 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-<NUM>-69-<NUM>-<NUM>.ip.secureserver.net
Linux_2k,247,,,ftpd,Jun 22 13:16:30 combo ftpd[17886]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,248,,,ftpd,Jun 22 13:16:30 combo ftpd[17889]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,249,,,ftpd,Jun 22 13:16:30 combo ftpd[17887]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,250,,,ftpd,Jun 22 13:16:30 combo ftpd[17888]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,251,,,ftpd,Jun 22 13:16:30 combo ftpd[17890]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,252,,,ftpd,Jun 22 13:16:30 combo ftpd[17893]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,253,,,ftpd,Jun 22 13:16:30 combo ftpd[17879]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,254,,,ftpd,Jun 22 13:16:30 combo ftpd[17892]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,255,,,ftpd,Jun 22 13:16:30 combo ftpd[17876]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,256,,,ftpd,Jun 22 13:16:30 combo ftpd[17875]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,257,,,ftpd,Jun 22 13:16:30 combo ftpd[17877]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,258,,,ftpd,Jun 22 13:16:30 combo ftpd[17874]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,259,,,ftpd,Jun 22 13:16:30 combo ftpd[17882]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,260,,,ftpd,Jun 22 13:16:30 combo ftpd[17872]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,261,,,ftpd,Jun 22 13:16:30 combo ftpd[17881]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,262,,,ftpd,Jun 22 13:16:30 combo ftpd[17878]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:30 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,263,,,ftpd,Jun 22 13:16:31 combo ftpd[17873]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Jun 22 13:16:31 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:30 <NUM>
Linux_2k,264,,,ftpd,Jun 22 13:16:31 combo ftpd[17885]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Jun 22 13:16:31 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:31 <NUM>
Linux_2k,265,,,ftpd,Jun 22 13:16:31 combo ftpd[17884]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Jun 22 13:16:31 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:31 <NUM>
Linux_2k,266,,,ftpd,Jun 22 13:16:31 combo ftpd[17880]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Jun 22 13:16:31 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:31 <NUM>
Linux_2k,267,,,ftpd,Jun 22 13:16:31 combo ftpd[17883]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Jun 22 13:16:31 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:31 <NUM>
Linux_2k,268,,,ftpd,Jun 22 13:16:31 combo ftpd[17891]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,Jun 22 13:16:31 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:31 <NUM>
Linux_2k,269,,,ftpd,Jun 22 13:16:32 combo ftpd[17894]: connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,Jun 22 13:16:32 combo ftpd[<NUM>]: connection from <IP> () at Wed Jun 22 13:16:32 <NUM>
Linux_2k,270,,,Jun,Jun 23 01:41:29 combo sshd(pam_unix)[18969]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:29 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,271,,,Jun,Jun 23 01:41:29 combo sshd(pam_unix)[18971]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:29 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,272,,,Jun,Jun 23 01:41:29 combo sshd(pam_unix)[18973]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:29 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,273,,,Jun,Jun 23 01:41:29 combo sshd(pam_unix)[18975]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:29 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,274,,,Jun,Jun 23 01:41:29 combo sshd(pam_unix)[18977]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:29 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,275,,,Jun,Jun 23 01:41:30 combo sshd(pam_unix)[18983]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:30 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,276,,,Jun,Jun 23 01:41:30 combo sshd(pam_unix)[18982]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:30 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,277,,,Jun,Jun 23 01:41:30 combo sshd(pam_unix)[18981]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:30 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,278,,,Jun,Jun 23 01:41:30 combo sshd(pam_unix)[18976]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:30 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,279,,,Jun,Jun 23 01:41:32 combo sshd(pam_unix)[18967]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,Jun 23 01:41:32 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=guest
Linux_2k,280,,,Jun,Jun 23 02:55:14 combo sshd(pam_unix)[19085]: check pass; user unknown,Jun 23 02:55:14 combo sshd(pam_unix)[<NUM>]: check pass; user unknown
Linux_2k,281,,,Jun,Jun 23 02:55:14 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,Jun 23 02:55:14 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>
Linux_2k,282,,,Jun,Jun 23 04:05:28 combo su(pam_unix)[19534]: session opened for user cyrus by (uid=0),Jun 23 04:05:28 combo su(pam_unix)[<NUM>]: session opened for user cyrus by (uid=0)
Linux_2k,283,,,Jun,Jun 23 04:05:29 combo su(pam_unix)[19534]: session closed for user cyrus,Jun 23 04:05:29 combo su(pam_unix)[<NUM>]: session closed for user cyrus
Linux_2k,284,,,logrotate,Jun 23 04:05:30 combo logrotate: ALERT exited abnormally with [1],Jun 23 04:05:30 combo logrotate: ALERT exited abnormally with [1]
Linux_2k,285,,,Jun,Jun 23 04:13:08 combo su(pam_unix)[24180]: session opened for user news by (uid=0),Jun 23 04:13:08 combo su(pam_unix)[<NUM>]: session opened for user news by (uid=0)
Linux_2k,286,,,Jun,Jun 23 04:13:09 combo su(pam_unix)[24180]: session closed for user news,Jun 23 04:13:09 combo su(pam_unix)[<NUM>]: session closed for user news
Linux_2k,287,,,Jun,Jun 23 23:30:03 combo sshd(pam_unix)[26189]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:03 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,288,,,Jun,Jun 23 23:30:03 combo sshd(pam_unix)[26188]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:03 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,289,,,Jun,Jun 23 23:30:04 combo sshd(pam_unix)[26193]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:04 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,290,,,Jun,Jun 23 23:30:04 combo sshd(pam_unix)[26182]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:04 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,291,,,Jun,Jun 23 23:30:04 combo sshd(pam_unix)[26183]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:04 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,292,,,Jun,Jun 23 23:30:04 combo sshd(pam_unix)[26184]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:04 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,293,,,Jun,Jun 23 23:30:05 combo sshd(pam_unix)[26197]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:05 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,294,,,Jun,Jun 23 23:30:05 combo sshd(pam_unix)[26198]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:05 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,295,,,Jun,Jun 23 23:30:05 combo sshd(pam_unix)[26190]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Jun 23 23:30:05 combo sshd(pam_unix)[<NUM>]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<IP>  user=root
Linux_2k,296,,,Jun,Jun 24 04:05:34 combo su(pam_unix)[26938]: session opened for user cyrus by (uid=0),Jun 24 04:05:34 combo su(pam_unix)[<NUM>]: session opened for user cyrus by (uid=0)
