dataset,line_no,timestamp,level,component,message,template
Apache_2k,422,,,Sun,[Sun Dec 04 06:55:00 2005] [notice] jk2_init() Found child 32650 in scoreboard slot 8,[Sun Dec 04 06:55:00 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,423,,,Sun,[Sun Dec 04 06:55:19 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:55:19 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,424,,,Sun,[Sun Dec 04 06:55:19 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:55:19 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,425,,,Sun,[Sun Dec 04 06:55:19 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:55:19 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,426,,,Sun,[Sun Dec 04 06:55:23 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:55:23 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,427,,,Sun,[Sun Dec 04 06:55:23 2005] [error] mod_jk child workerEnv in error state 8,[Sun Dec 04 06:55:23 <NUM>] [error] mod_jk child workerEnv in error state 8
Apache_2k,428,,,Sun,[Sun Dec 04 06:55:23 2005] [error] mod_jk child workerEnv in error state 9,[Sun Dec 04 06:55:23 <NUM>] [error] mod_jk child workerEnv in error state 9
Apache_2k,429,,,Sun,[Sun Dec 04 06:55:55 2005] [notice] jk2_init() Found child 32660 in scoreboard slot 6,[Sun Dec 04 06:55:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,430,,,Sun,[Sun Dec 04 06:55:54 2005] [notice] jk2_init() Found child 32658 in scoreboard slot 10,[Sun Dec 04 06:55:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,431,,,Sun,[Sun Dec 04 06:55:54 2005] [notice] jk2_init() Found child 32659 in scoreboard slot 8,[Sun Dec 04 06:55:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,432,,,Sun,[Sun Dec 04 06:55:54 2005] [notice] jk2_init() Found child 32657 in scoreboard slot 9,[Sun Dec 04 06:55:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,433,,,Sun,[Sun Dec 04 06:56:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:56:10 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,434,,,Sun,[Sun Dec 04 06:56:17 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:56:17 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,435,,,Sun,[Sun Dec 04 06:56:37 2005] [notice] jk2_init() Found child 32663 in scoreboard slot 10,[Sun Dec 04 06:56:37 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,436,,,Sun,[Sun Dec 04 06:56:37 2005] [notice] jk2_init() Found child 32664 in scoreboard slot 8,[Sun Dec 04 06:56:37 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,437,,,Sun,[Sun Dec 04 06:57:19 2005] [notice] jk2_init() Found child 32670 in scoreboard slot 6,[Sun Dec 04 06:57:19 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,438,,,Sun,[Sun Dec 04 06:57:19 2005] [notice] jk2_init() Found child 32667 in scoreboard slot 9,[Sun Dec 04 06:57:19 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,439,,,Sun,[Sun Dec 04 06:57:19 2005] [notice] jk2_init() Found child 32668 in scoreboard slot 10,[Sun Dec 04 06:57:19 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,440,,,Sun,[Sun Dec 04 06:57:19 2005] [notice] jk2_init() Found child 32669 in scoreboard slot 8,[Sun Dec 04 06:57:19 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,441,,,Sun,[Sun Dec 04 06:57:19 2005] [notice] jk2_init() Found child 32671 in scoreboard slot 7,[Sun Dec 04 06:57:19 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,442,,,Sun,[Sun Dec 04 06:57:23 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:57:23 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,443,,,Sun,[Sun Dec 04 06:57:23 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:57:23 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,444,,,Sun,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:57:23 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,445,,,Sun,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:57:23 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,446,,,Sun,[Sun Dec 04 06:57:23 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:57:23 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,447,,,Sun,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 9,[Sun Dec 04 06:57:23 <NUM>] [error] mod_jk child workerEnv in error state 9
Apache_2k,448,,,Sun,[Sun Dec 04 06:57:23 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:57:23 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,449,,,Sun,[Sun Dec 04 06:57:23 2005] [error] mod_jk child workerEnv in error state 8,[Sun Dec 04 06:57:23 <NUM>] [error] mod_jk child workerEnv in error state 8
Apache_2k,450,,,Sun,[Sun Dec 04 06:57:24 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:57:24 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,451,,,Sun,[Sun Dec 04 06:57:24 2005] [error] mod_jk child workerEnv in error state 9,[Sun Dec 04 06:57:24 <NUM>] [error] mod_jk child workerEnv in error state 9
Apache_2k,452,,,Sun,[Sun Dec 04 06:58:12 2005] [notice] jk2_init() Found child 32674 in scoreboard slot 8,[Sun Dec 04 06:58:12 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,453,,,Sun,[Sun Dec 04 06:58:13 2005] [notice] jk2_init() Found child 32672 in scoreboard slot 9,[Sun Dec 04 06:58:13 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,454,,,Sun,[Sun Dec 04 06:58:13 2005] [notice] jk2_init() Found child 32673 in scoreboard slot 10,[Sun Dec 04 06:58:13 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,455,,,Sun,[Sun Dec 04 06:58:27 2005] [notice] jk2_init() Found child 32675 in scoreboard slot 6,[Sun Dec 04 06:58:27 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,456,,,Sun,[Sun Dec 04 06:58:28 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:58:28 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,457,,,Sun,[Sun Dec 04 06:58:28 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:58:28 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,458,,,Sun,[Sun Dec 04 06:58:29 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:58:29 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,459,,,Sun,[Sun Dec 04 06:58:29 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:58:29 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,460,,,Sun,[Sun Dec 04 06:58:51 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:58:51 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,461,,,Sun,[Sun Dec 04 06:58:53 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:58:53 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,462,,,Sun,[Sun Dec 04 06:58:54 2005] [notice] jk2_init() Found child 32677 in scoreboard slot 7,[Sun Dec 04 06:58:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,463,,,Sun,[Sun Dec 04 06:58:54 2005] [notice] jk2_init() Found child 32676 in scoreboard slot 9,[Sun Dec 04 06:58:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,464,,,Sun,[Sun Dec 04 06:58:54 2005] [notice] jk2_init() Found child 32678 in scoreboard slot 10,[Sun Dec 04 06:58:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,465,,,Sun,[Sun Dec 04 06:59:28 2005] [notice] jk2_init() Found child 32679 in scoreboard slot 8,[Sun Dec 04 06:59:28 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,466,,,Sun,[Sun Dec 04 06:59:28 2005] [notice] jk2_init() Found child 32680 in scoreboard slot 6,[Sun Dec 04 06:59:28 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,467,,,Sun,[Sun Dec 04 06:59:34 2005] [notice] jk2_init() Found child 32681 in scoreboard slot 9,[Sun Dec 04 06:59:34 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,468,,,Sun,[Sun Dec 04 06:59:34 2005] [notice] jk2_init() Found child 32682 in scoreboard slot 7,[Sun Dec 04 06:59:34 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,469,,,Sun,[Sun Dec 04 06:59:38 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:59:38 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,470,,,Sun,[Sun Dec 04 06:59:40 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 06:59:40 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,471,,,Sun,[Sun Dec 04 06:59:45 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:59:45 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,472,,,Sun,[Sun Dec 04 06:59:45 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 06:59:45 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,473,,,Sun,[Sun Dec 04 06:59:47 2005] [error] mod_jk child workerEnv in error state 8,[Sun Dec 04 06:59:47 <NUM>] [error] mod_jk child workerEnv in error state 8
Apache_2k,474,,,Sun,[Sun Dec 04 06:59:47 2005] [error] mod_jk child workerEnv in error state 7,[Sun Dec 04 06:59:47 <NUM>] [error] mod_jk child workerEnv in error state 7
Apache_2k,475,,,Sun,[Sun Dec 04 06:59:59 2005] [notice] jk2_init() Found child 32683 in scoreboard slot 10,[Sun Dec 04 06:59:59 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,476,,,Sun,[Sun Dec 04 07:00:06 2005] [notice] jk2_init() Found child 32685 in scoreboard slot 6,[Sun Dec 04 07:00:06 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,477,,,Sun,[Sun Dec 04 07:00:32 2005] [notice] jk2_init() Found child 32688 in scoreboard slot 11,[Sun Dec 04 07:00:32 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 11
Apache_2k,478,,,Sun,[Sun Dec 04 07:00:32 2005] [notice] jk2_init() Found child 32695 in scoreboard slot 8,[Sun Dec 04 07:00:32 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,479,,,Sun,[Sun Dec 04 07:00:32 2005] [notice] jk2_init() Found child 32696 in scoreboard slot 6,[Sun Dec 04 07:00:32 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,480,,,Sun,[Sun Dec 04 07:01:25 2005] [notice] jk2_init() Found child 32701 in scoreboard slot 10,[Sun Dec 04 07:01:25 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,481,,,Sun,[Sun Dec 04 07:01:26 2005] [notice] jk2_init() Found child 32702 in scoreboard slot 11,[Sun Dec 04 07:01:26 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 11
Apache_2k,482,,,Sun,[Sun Dec 04 07:01:55 2005] [notice] jk2_init() Found child 32711 in scoreboard slot 10,[Sun Dec 04 07:01:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,483,,,Sun,[Sun Dec 04 07:01:55 2005] [notice] jk2_init() Found child 32708 in scoreboard slot 7,[Sun Dec 04 07:01:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,484,,,Sun,[Sun Dec 04 07:01:55 2005] [notice] jk2_init() Found child 32710 in scoreboard slot 9,[Sun Dec 04 07:01:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,485,,,Sun,[Sun Dec 04 07:01:55 2005] [notice] jk2_init() Found child 32709 in scoreboard slot 8,[Sun Dec 04 07:01:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,486,,,Sun,[Sun Dec 04 07:01:57 2005] [notice] jk2_init() Found child 32712 in scoreboard slot 6,[Sun Dec 04 07:01:57 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,487,,,Sun,[Sun Dec 04 07:02:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:02:01 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,488,,,Sun,[Sun Dec 04 07:02:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:02:01 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,489,,,Sun,[Sun Dec 04 07:02:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:02:01 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,490,,,Sun,[Sun Dec 04 07:02:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:02:01 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,491,,,Sun,[Sun Dec 04 07:02:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:02:01 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,492,,,Sun,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 9,[Sun Dec 04 07:02:03 <NUM>] [error] mod_jk child workerEnv in error state 9
Apache_2k,493,,,Sun,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 8,[Sun Dec 04 07:02:03 <NUM>] [error] mod_jk child workerEnv in error state 8
Apache_2k,494,,,Sun,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 8,[Sun Dec 04 07:02:03 <NUM>] [error] mod_jk child workerEnv in error state 8
Apache_2k,495,,,Sun,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:02:03 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,496,,,Sun,[Sun Dec 04 07:02:03 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:02:03 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,497,,,Sun,[Sun Dec 04 07:02:52 2005] [notice] jk2_init() Found child 32713 in scoreboard slot 7,[Sun Dec 04 07:02:52 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,498,,,Sun,[Sun Dec 04 07:03:23 2005] [notice] jk2_init() Found child 32717 in scoreboard slot 10,[Sun Dec 04 07:03:23 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,499,,,Sun,[Sun Dec 04 07:03:48 2005] [notice] jk2_init() Found child 32720 in scoreboard slot 8,[Sun Dec 04 07:03:48 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,500,,,Sun,[Sun Dec 04 07:04:27 2005] [notice] jk2_init() Found child 32726 in scoreboard slot 8,[Sun Dec 04 07:04:27 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,501,,,Sun,[Sun Dec 04 07:04:55 2005] [notice] jk2_init() Found child 32730 in scoreboard slot 7,[Sun Dec 04 07:04:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,502,,,Sun,[Sun Dec 04 07:04:55 2005] [notice] jk2_init() Found child 32729 in scoreboard slot 6,[Sun Dec 04 07:04:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,503,,,Sun,[Sun Dec 04 07:04:55 2005] [notice] jk2_init() Found child 32731 in scoreboard slot 8,[Sun Dec 04 07:04:55 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,504,,,Sun,[Sun Dec 04 07:05:44 2005] [notice] jk2_init() Found child 32739 in scoreboard slot 7,[Sun Dec 04 07:05:44 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,505,,,Sun,[Sun Dec 04 07:05:44 2005] [notice] jk2_init() Found child 32740 in scoreboard slot 8,[Sun Dec 04 07:05:44 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,506,,,Sun,[Sun Dec 04 07:06:11 2005] [notice] jk2_init() Found child 32742 in scoreboard slot 10,[Sun Dec 04 07:06:11 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,507,,,Sun,[Sun Dec 04 07:07:23 2005] [notice] jk2_init() Found child 32758 in scoreboard slot 7,[Sun Dec 04 07:07:23 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,508,,,Sun,[Sun Dec 04 07:07:23 2005] [notice] jk2_init() Found child 32755 in scoreboard slot 8,[Sun Dec 04 07:07:23 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,509,,,Sun,[Sun Dec 04 07:07:23 2005] [notice] jk2_init() Found child 32754 in scoreboard slot 11,[Sun Dec 04 07:07:23 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 11
Apache_2k,510,,,Sun,[Sun Dec 04 07:07:30 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:07:30 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,511,,,Sun,[Sun Dec 04 07:07:30 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:07:30 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,512,,,Sun,[Sun Dec 04 07:07:30 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:07:30 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,513,,,Sun,[Sun Dec 04 07:07:30 2005] [error] mod_jk child workerEnv in error state 9,[Sun Dec 04 07:07:30 <NUM>] [error] mod_jk child workerEnv in error state 9
Apache_2k,514,,,Sun,[Sun Dec 04 07:07:30 2005] [error] mod_jk child workerEnv in error state 10,[Sun Dec 04 07:07:30 <NUM>] [error] mod_jk child workerEnv in error state 10
Apache_2k,515,,,Sun,[Sun Dec 04 07:07:30 2005] [error] mod_jk child workerEnv in error state 8,[Sun Dec 04 07:07:30 <NUM>] [error] mod_jk child workerEnv in error state 8
Apache_2k,516,,,Sun,[Sun Dec 04 07:08:02 2005] [notice] jk2_init() Found child 32761 in scoreboard slot 6,[Sun Dec 04 07:08:02 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,517,,,Sun,[Sun Dec 04 07:08:02 2005] [notice] jk2_init() Found child 32762 in scoreboard slot 9,[Sun Dec 04 07:08:02 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,518,,,Sun,[Sun Dec 04 07:08:02 2005] [notice] jk2_init() Found child 32763 in scoreboard slot 10,[Sun Dec 04 07:08:02 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,519,,,Sun,[Sun Dec 04 07:08:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:08:04 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,520,,,Sun,[Sun Dec 04 07:08:04 2005] [error] mod_jk child workerEnv in error state 7,[Sun Dec 04 07:08:04 <NUM>] [error] mod_jk child workerEnv in error state 7
Apache_2k,521,,,Sun,[Sun Dec 04 07:08:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:08:04 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,522,,,Sun,[Sun Dec 04 07:08:04 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:08:04 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,523,,,Sun,[Sun Dec 04 07:08:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:08:04 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,524,,,Sun,[Sun Dec 04 07:08:04 2005] [error] mod_jk child workerEnv in error state 7,[Sun Dec 04 07:08:04 <NUM>] [error] mod_jk child workerEnv in error state 7
Apache_2k,525,,,Sun,[Sun Dec 04 07:10:54 2005] [notice] jk2_init() Found child 308 in scoreboard slot 8,[Sun Dec 04 07:10:54 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,526,,,Sun,[Sun Dec 04 07:11:04 2005] [notice] jk2_init() Found child 310 in scoreboard slot 6,[Sun Dec 04 07:11:04 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,527,,,Sun,[Sun Dec 04 07:11:04 2005] [notice] jk2_init() Found child 309 in scoreboard slot 7,[Sun Dec 04 07:11:04 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,528,,,Sun,[Sun Dec 04 07:11:05 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:11:05 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,529,,,Sun,[Sun Dec 04 07:11:05 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:11:05 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,530,,,Sun,[Sun Dec 04 07:11:13 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:11:13 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,531,,,Sun,[Sun Dec 04 07:11:13 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:11:13 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,532,,,Sun,[Sun Dec 04 07:11:22 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:11:22 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,533,,,Sun,[Sun Dec 04 07:11:22 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:11:22 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,534,,,Sun,[Sun Dec 04 07:11:49 2005] [notice] jk2_init() Found child 311 in scoreboard slot 9,[Sun Dec 04 07:11:49 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,535,,,Sun,[Sun Dec 04 07:12:05 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:12:05 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,536,,,Sun,[Sun Dec 04 07:12:08 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:12:08 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,537,,,Sun,[Sun Dec 04 07:12:22 2005] [notice] jk2_init() Found child 312 in scoreboard slot 10,[Sun Dec 04 07:12:22 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 10
Apache_2k,538,,,Sun,[Sun Dec 04 07:12:22 2005] [notice] jk2_init() Found child 313 in scoreboard slot 8,[Sun Dec 04 07:12:22 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 8
Apache_2k,539,,,Sun,[Sun Dec 04 07:12:40 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:12:40 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,540,,,Sun,[Sun Dec 04 07:12:40 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:12:40 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,541,,,Sun,[Sun Dec 04 07:12:44 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:12:44 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,542,,,Sun,[Sun Dec 04 07:12:44 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:12:44 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,543,,,Sun,[Sun Dec 04 07:13:09 2005] [notice] jk2_init() Found child 314 in scoreboard slot 7,[Sun Dec 04 07:13:09 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
Apache_2k,544,,,Sun,[Sun Dec 04 07:13:09 2005] [notice] jk2_init() Found child 315 in scoreboard slot 6,[Sun Dec 04 07:13:09 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 6
Apache_2k,545,,,Sun,[Sun Dec 04 07:13:10 2005] [notice] jk2_init() Found child 316 in scoreboard slot 9,[Sun Dec 04 07:13:10 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 9
Apache_2k,546,,,Sun,[Sun Dec 04 07:13:36 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:13:36 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,547,,,Sun,[Sun Dec 04 07:13:36 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:13:36 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,548,,,Sun,[Sun Dec 04 07:13:36 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,[Sun Dec 04 07:13:36 <NUM>] [notice] workerEnv.init() ok <PATH>
Apache_2k,549,,,Sun,[Sun Dec 04 07:13:41 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:13:41 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,550,,,Sun,[Sun Dec 04 07:13:41 2005] [error] mod_jk child workerEnv in error state 6,[Sun Dec 04 07:13:41 <NUM>] [error] mod_jk child workerEnv in error state 6
Apache_2k,551,,,Sun,[Sun Dec 04 07:14:07 2005] [notice] jk2_init() Found child 319 in scoreboard slot 7,[Sun Dec 04 07:14:07 <NUM>] [notice] jk2_init() Found child <NUM> in scoreboard slot 7
