dataset,line_no,timestamp,level,component,message,template
HPC_2k,491,,,node-253,273131 node-253 node status 1079615432 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,492,,,node-234,273112 node-234 node status 1079615432 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,493,,,node-174,272780 node-174 node status 1079615371 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,494,,,node-171,272777 node-171 node status 1079615371 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,495,,,node-23,284353 node-23 node status 1080145602 1 running,<NUM> node-23 node status <HEX> 1 running
HPC_2k,496,,,full,284195 full partition status 1080133799 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,497,,,node-217,273098 node-217 node status 1079615432 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,498,,,node-119,277540 node-119 node status 1079618410 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,499,,,node-185,272731 node-185 node status 1079615370 0 not responding,<NUM> node-<NUM> node status <HEX> 0 not responding
HPC_2k,500,,,node-151,272589 node-151 node status 1079615344 0 not responding,<NUM> node-<NUM> node status <HEX> 0 not responding
HPC_2k,501,,,node-225,296297 node-225 node status 1081571034 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,502,,,node-119,277540 node-119 node status 1079618410 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,503,,,node-124,277545 node-124 node status 1079618410 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,504,,,node-163,272769 node-163 node status 1079615371 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,505,,,node-77,296384 node-77 node status 1081571037 1 not responding,<NUM> node-77 node status <HEX> 1 not responding
HPC_2k,506,,,full,300968 full partition status 1081932726 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,507,,,node-220,300890 node-220 node status 1081931335 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,508,,,node-13,310009 node-13 node status 1082040658 1 running,<NUM> node-13 node status <HEX> 1 running
HPC_2k,509,,,node-19,315748 node-19 node status 1082665230 1 configured out,<NUM> node-19 node status <HEX> 1 configured out
HPC_2k,510,,,node-235,329774 node-235 node status 1083207608 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,511,,,node-57,329596 node-57 node status 1083207607 1 running,<NUM> node-57 node status <HEX> 1 running
HPC_2k,512,,,node-189,323276 node-189 node status 1083197700 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,513,,,node-170,323246 node-170 node status 1083197700 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,514,,,node-91,321846 node-91 node status 1083195752 1 configured out,<NUM> node-91 node status <HEX> 1 configured out
HPC_2k,515,,,node-65,321826 node-65 node status 1083195751 1 configured out,<NUM> node-65 node status <HEX> 1 configured out
HPC_2k,516,,,node-90,316706 node-90 node status 1082894753 1 running,<NUM> node-90 node status <HEX> 1 running
HPC_2k,517,,,node-245,340207 node-245 node status 1083317700 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,518,,,node-107,329646 node-107 node status 1083207607 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,519,,,node-125,339296 node-125 node status 1083307405 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,520,,,node-158,340120 node-158 node status 1083317700 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,521,,,node-247,340209 node-247 node status 1083317700 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,522,,,node-88,344357 node-88 node status 1084269621 0 configured out,<NUM> node-88 node status <HEX> 0 configured out
HPC_2k,523,,,node-52,344301 node-52 node status 1084269345 0 configured out,<NUM> node-52 node status <HEX> 0 configured out
HPC_2k,524,,,node-52,343802 node-52 node status 1084264230 1 configured out,<NUM> node-52 node status <HEX> 1 configured out
HPC_2k,525,,,node-95,366141 node-95 node status 1085078720 1 running,<NUM> node-95 node status <HEX> 1 running
HPC_2k,526,,,node-67,366113 node-67 node status 1085078720 1 running,<NUM> node-67 node status <HEX> 1 running
HPC_2k,527,,,full,371329 full partition status 1085797473 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,528,,,full,370250 full partition status 1085689890 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,529,,,full,369970 full partition status 1085682780 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,530,,,node-112,369548 node-112 node status 1085659157 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,531,,,node-79,369300 node-79 node status 1085569402 1 running,<NUM> node-79 node status <HEX> 1 running
HPC_2k,532,,,node-168,369186 node-168 node status 1085568282 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,533,,,node-95,368987 node-95 node status 1085567825 1 configured out,<NUM> node-95 node status <HEX> 1 configured out
HPC_2k,534,,,node-231,379999 node-231 node status 1086028827 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,535,,,node-227,379995 node-227 node status 1086028827 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,536,,,node-225,379993 node-225 node status 1086028827 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,537,,,node-103,379872 node-103 node status 1086028827 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,538,,,node-90,379859 node-90 node status 1086028826 1 running,<NUM> node-90 node status <HEX> 1 running
HPC_2k,539,,,node-219,372036 node-219 node status 1085921340 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,540,,,node-49,371847 node-49 node status 1085921312 1 configured out,<NUM> node-49 node status <HEX> 1 configured out
HPC_2k,541,,,node--tc6,371602 node--tc6 tserver status 1085921002 1 not-responding,<NUM> node--tc6 tserver status <HEX> 1 not-responding
HPC_2k,542,,,node-144,379912 node-144 node status 1086028827 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,543,,,full,386689 full partition status 1087478923 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,544,,,node-224,386783 node-224 node status 1087499940 1 active,<NUM> node-<NUM> node status <HEX> 1 active
HPC_2k,545,,,node-41,392804 node-41 node status 1088023736 0 running,<NUM> node-41 node status <HEX> 0 running
HPC_2k,546,,,node-126,392696 node-126 node status 1088023734 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,547,,,node-51,392653 node-51 node status 1088023733 1 running,<NUM> node-51 node status <HEX> 1 running
HPC_2k,548,,,node-198,392736 node-198 node status 1088023734 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,549,,,node-159,392729 node-159 node status 1088023734 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,550,,,node-123,392693 node-123 node status 1088023734 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,551,,,node-155,399657 node-155 node status 1089893790 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,552,,,node-85,399519 node-85 node status 1089893761 1 configured out,<NUM> node-85 node status <HEX> 1 configured out
HPC_2k,553,,,node-39,399366 node-39 node status 1089893731 1 configured out,<NUM> node-39 node status <HEX> 1 configured out
HPC_2k,554,,,node-54,399176 node-54 node status 1089893717 1 not responding,<NUM> node-54 node status <HEX> 1 not responding
HPC_2k,555,,,node-235,398501 node-235 node status 1089811825 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,556,,,node-221,410509 node-221 node status 1091255504 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,557,,,node-195,409269 node-195 node status 1091248620 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,558,,,node-64,371878 node-64 node status 1085921340 -1 configured out,<NUM> node-64 node status <HEX> -1 configured out
HPC_2k,559,,,node-154,413605 node-154 node status 1092321126 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,560,,,node-41,413350 node-41 node status 1092320602 1 running,<NUM> node-41 node status <HEX> 1 running
HPC_2k,561,,,full,416005 full partition status 1092949734 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,562,,,node-96,368988 node-96 node status 1085567825 -1 configured out,<NUM> node-96 node status <HEX> -1 configured out
HPC_2k,563,,,node-D0,418211 node-D0 domain status 1093628640 1 inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>,<NUM> node-D0 domain status <HEX> 1 inconsistent nodesets node-1 <HEX> <ok> node-2 <HEX> <ok> node-7 <HEX> <ok> node-4 <HEX> <ok> node-6 <HEX> <ok> node-5 <HEX> <ok> node-3 <HEX> <ok> node-14 <HEX> <ok> node-13 <HEX> <ok> node-12 <HEX> <ok> node-10 <HEX> <ok> node-16 <HEX> <ok> node-15 <HEX> <ok>
HPC_2k,564,,,node-191,413243 node-191 node status 1092320499 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,565,,,full,417113 full partition status 1093473150 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,566,,,node-222,413275 node-222 node status 1092320499 0 configured out,<NUM> node-<NUM> node status <HEX> 0 configured out
HPC_2k,567,,,full,421363 full partition status 1094571984 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,568,,,node-18,421349 node-18 node status 1094571950 1 running,<NUM> node-18 node status <HEX> 1 running
HPC_2k,569,,,node-254,432939 node-254 node status 1095349520 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,570,,,node-193,413246 node-193 node status 1092320499 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,571,,,node-186,425784 node-186 node status 1095342830 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,572,,,node-133,425734 node-133 node status 1095342780 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,573,,,node-37,425522 node-37 node status 1095342574 1 not responding,<NUM> node-37 node status <HEX> 1 not responding
HPC_2k,574,,,node-109,425174 node-109 node status 1095341304 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,575,,,node-174,425071 node-174 node status 1095341277 1 active,<NUM> node-<NUM> node status <HEX> 1 active
HPC_2k,576,,,node-53,424807 node-53 node status 1095339932 1 not responding,<NUM> node-53 node status <HEX> 1 not responding
HPC_2k,577,,,node-211,424635 node-211 node status 1095338588 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,578,,,node-210,424634 node-210 node status 1095338588 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,579,,,node-153,432838 node-153 node status 1095349520 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,580,,,node-158,432843 node-158 node status 1095349520 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,581,,,node-96,371910 node-96 node status 1085921340 -1 configured out,<NUM> node-96 node status <HEX> -1 configured out
HPC_2k,582,,,node-42,442459 node-42 node status 1098366960 1 not responding,<NUM> node-42 node status <HEX> 1 not responding
HPC_2k,583,,,node-48,448690 node-48 node status 1098394861 1 running,<NUM> node-48 node status <HEX> 1 running
HPC_2k,584,,,node-66,448947 node-66 node status 1098395762 1 configured out,<NUM> node-66 node status <HEX> 1 configured out
HPC_2k,585,,,full,449708 full partition status 1098490050 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,586,,,full,453178 full partition status 1098987334 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,587,,,node-9,451647 node-9 node status 1098825692 1 configured out,<NUM> node-9 node status <HEX> 1 configured out
HPC_2k,588,,,node-14,450090 node-14 node status 1098716306 1 not responding,<NUM> node-14 node status <HEX> 1 not responding
HPC_2k,589,,,node-96,360067 node-96 node status 1085056650 -1 configured out,<NUM> node-96 node status <HEX> -1 configured out
HPC_2k,590,,,node-160,369020 node-160 node status 1085567825 -1 configured out,<NUM> node-<NUM> node status <HEX> -1 configured out
HPC_2k,591,,,node-0,382264 node-0 node status 1086300660 -1 configured out,<NUM> node-0 node status <HEX> -1 configured out
HPC_2k,592,,,node-238,457562 node-238 node status 1100413674 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,593,,,node-102,448744 node-102 node status 1098394861 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,594,,,node-205,18624 node-205 node status 1100784210 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,595,,,node-184,18387 node-184 node status 1100784181 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,596,,,node-77,24011 node-77 node status 1100788549 1 running,<NUM> node-77 node status <HEX> 1 running
HPC_2k,597,,,node-90,24024 node-90 node status 1100788549 1 running,<NUM> node-90 node status <HEX> 1 running
HPC_2k,598,,,node-205,24139 node-205 node status 1100788549 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,599,,,full,30351 full partition status 1102218393 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,600,,,node-247,24181 node-247 node status 1100788549 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,601,,,node-0,27536 node-0 node status 1101792840 1 configured out,<NUM> node-0 node status <HEX> 1 configured out
HPC_2k,602,,,node-16,33966 node-16 node status 1102693232 1 configured out,<NUM> node-16 node status <HEX> 1 configured out
HPC_2k,603,,,node-26,32980 node-26 node status 1102476182 1 running,<NUM> node-26 node status <HEX> 1 running
HPC_2k,604,,,full,41359 full partition status 1104950640 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,605,,,node-175,53241 node-175 node status 1107152281 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,606,,,node-224,56392 node-224 node status 1107904598 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,607,,,node-29,73494 node-29 node status 1108652943 1 running,<NUM> node-29 node status <HEX> 1 running
HPC_2k,608,,,node-165,73690 node-165 node status 1108653007 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,609,,,node-233,77384 node-233 node status 1108744158 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,610,,,full,84322 full partition status 1109007900 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,611,,,node-172,91139 node-172 node status 1109725656 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,612,,,full,97235 full partition status 1110138244 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,613,,,node-73,110520 node-73 node status 1111066002 1 not responding,<NUM> node-73 node status <HEX> 1 not responding
HPC_2k,614,,,node-151,117663 node-151 node status 1111074926 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,615,,,node-120,117632 node-120 node status 1111074926 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,616,,,node-76,117588 node-76 node status 1111074926 1 running,<NUM> node-76 node status <HEX> 1 running
HPC_2k,617,,,node-52,117564 node-52 node status 1111074926 1 running,<NUM> node-52 node status <HEX> 1 running
HPC_2k,618,,,node-192,111216 node-192 node status 1111071420 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,619,,,node-252,110959 node-252 node status 1111068030 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,620,,,node-174,110554 node-174 node status 1111067067 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,621,,,node-73,138134 node-73 node status 1111869296 1 running,<NUM> node-73 node status <HEX> 1 running
HPC_2k,622,,,node-239,117751 node-239 node status 1111074926 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,623,,,node-212,117724 node-212 node status 1111074926 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,624,,,node-160,126627 node-160 node status 1111828200 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,625,,,node-104,141504 node-104 node status 1112420952 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,626,,,node-239,140900 node-239 node status 1112389915 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,627,,,node-220,140782 node-220 node status 1112389862 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,628,,,full,140676 full partition status 1112346856 1 starting,<NUM> full partition status <HEX> 1 starting
HPC_2k,629,,,node-231,139541 node-231 node status 1112055605 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,630,,,node-242,139404 node-242 node status 1112054374 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,631,,,node-228,139086 node-228 node status 1112051942 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,632,,,node-86,154699 node-86 node status 1113371286 1 configured out,<NUM> node-86 node status <HEX> 1 configured out
HPC_2k,633,,,node-35,169348 node-35 node status 1114098974 1 running,<NUM> node-35 node status <HEX> 1 running
HPC_2k,634,,,node-218,176994 node-218 node status 1114435800 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,635,,,node-210,202074 node-210 node status 1116448620 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,636,,,node-34,202181 node-34 node status 1116448621 1 not responding,<NUM> node-34 node status <HEX> 1 not responding
HPC_2k,637,,,node-165,202342 node-165 node status 1116448650 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,638,,,node-113,216915 node-113 node status 1116619994 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,639,,,node-154,216956 node-154 node status 1116619994 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,640,,,node-200,251283 node-200 node status 1118926110 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,641,,,node-254,251334 node-254 node status 1118926152 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,642,,,full,277298 full partition status 1120076193 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,643,,,node-92,251065 node-92 node status 1118925810 0 configured out,<NUM> node-92 node status <HEX> 0 configured out
HPC_2k,644,,,node-191,284996 node-191 node status 1120682568 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,645,,,node-184,284693 node-184 node status 1120680817 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,646,,,full,284668 full partition status 1120680810 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,647,,,node-95,846 node-95 node status 1123709833 1 running,<NUM> node-95 node status <HEX> 1 running
HPC_2k,648,,,node-172,923 node-172 node status 1123709833 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,649,,,node-253,1004 node-253 node status 1123709833 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,650,,,node-172,14730 node-172 node status 1124378018 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,651,,,full,26628 full partition status 1124999460 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,652,,,node-126,46680 node-126 node status 1126168979 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,653,,,node-181,46615 node-181 node status 1126168951 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,654,,,node-74,56225 node-74 node status 1126814969 1 running,<NUM> node-74 node status <HEX> 1 running
HPC_2k,655,,,node-55,56504 node-55 node status 1126815181 1 configured out,<NUM> node-55 node status <HEX> 1 configured out
HPC_2k,656,,,full,58843 full partition status 1126818053 1 closing,<NUM> full partition status <HEX> 1 closing
HPC_2k,657,,,node-105,56256 node-105 node status 1126814969 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,658,,,node-110,56261 node-110 node status 1126814969 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,659,,,node-175,56327 node-175 node status 1126814970 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,660,,,full,89931 full partition status 1128014704 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,661,,,node-83,98836 node-83 node status 1128237754 1 running,<NUM> node-83 node status <HEX> 1 running
HPC_2k,662,,,node-146,56298 node-146 node status 1126814970 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,663,,,node-183,56335 node-183 node status 1126814970 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,664,,,node-177,56329 node-177 node status 1126814970 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,665,,,node-254,56404 node-254 node status 1126814970 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,666,,,node-202,116947 node-202 node status 1128899526 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,667,,,node-198,56349 node-198 node status 1126814970 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,668,,,node-182,46114 node-182 node status 1126165404 -1 configured out,<NUM> node-<NUM> node status <HEX> -1 configured out
HPC_2k,669,,,node-44,169688 node-44 node status 1131210631 1 not responding,<NUM> node-44 node status <HEX> 1 not responding
HPC_2k,670,,,node-40,169664 node-40 node status 1131210631 1 not responding,<NUM> node-40 node status <HEX> 1 not responding
HPC_2k,671,,,full,168084 full partition status 1131032850 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,672,,,node-253,197110 node-253 node status 1131247704 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,673,,,node-15,205176 node-15 node status 1131532770 1 not responding,<NUM> node-15 node status <HEX> 1 not responding
HPC_2k,674,,,full,205095 full partition status 1131530296 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,675,,,node-44,204732 node-44 node status 1131527920 1 active,<NUM> node-44 node status <HEX> 1 active
HPC_2k,676,,,node-215,203294 node-215 node status 1131298338 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,677,,,node-76,219581 node-76 node status 1132157850 1 configured out,<NUM> node-76 node status <HEX> 1 configured out
HPC_2k,678,,,node-D3,220122 node-D3 domain status 1132158690 1 not responding,<NUM> node-D3 domain status <HEX> 1 not responding
HPC_2k,679,,,full,260401 full partition status 1133290901 1 running,<NUM> full partition status <HEX> 1 running
HPC_2k,680,,,full,46105 full partition status 1126164412 -1 running,<NUM> full partition status <HEX> -1 running
HPC_2k,681,,,full,274783 full partition status 1133702160 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,682,,,node-11,285000 node-11 node status 1134656644 1 running,<NUM> node-11 node status <HEX> 1 running
HPC_2k,683,,,node-4,286085 node-4 node status 1134669635 1 not responding,<NUM> node-4 node status <HEX> 1 not responding
HPC_2k,684,,,node-162,286957 node-162 node status 1134670027 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,685,,,node-183,290042 node-183 node status 1134672259 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,686,,,node-127,289977 node-127 node status 1134672205 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,687,,,full,309872 full partition status 1135802130 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,688,,,node-255,323320 node-255 node status 1139735822 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,689,,,node-7,327050 node-7 node status 1140098610 1 configured out,<NUM> node-7 node status <HEX> 1 configured out
HPC_2k,690,,,node-237,366404 node-237 node status 1141512720 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,691,,,node-232,378400 node-232 node status 1141679919 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,692,,,node-92,378260 node-92 node status 1141679919 1 running,<NUM> node-92 node status <HEX> 1 running
HPC_2k,693,,,node-27,378195 node-27 node status 1141679919 1 running,<NUM> node-27 node status <HEX> 1 running
HPC_2k,694,,,node-90,372004 node-90 node status 1141671840 0 configured out,<NUM> node-90 node status <HEX> 0 configured out
HPC_2k,695,,,node-40,371954 node-40 node status 1141671840 1 configured out,<NUM> node-40 node status <HEX> 1 configured out
HPC_2k,696,,,node-27,371941 node-27 node status 1141671840 1 configured out,<NUM> node-27 node status <HEX> 1 configured out
HPC_2k,697,,,node-145,401242 node-145 node status 1142533309 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,698,,,node-151,401248 node-151 node status 1142533309 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,699,,,node-104,401202 node-104 node status 1142533309 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,700,,,node-D0,415345 node-D0 domain status 1142942280 1 inconsistent nodesets node-31 0x1fffffffe <ok> node-0 0xfffffffe <ok> node-1 0xfffffffe <ok> node-2 0xfffffffe <ok> node-30 0xfffffffe <ok>,<NUM> node-D0 domain status <HEX> 1 inconsistent nodesets node-31 <HEX> <ok> node-0 <HEX> <ok> node-1 <HEX> <ok> node-2 <HEX> <ok> node-30 <HEX> <ok>
HPC_2k,701,,,node-225,414885 node-225 node status 1142872170 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,702,,,node-135,401232 node-135 node status 1142533309 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,703,,,full,454307 full partition status 1145174910 1 blocked,<NUM> full partition status <HEX> 1 blocked
HPC_2k,704,,,node-130,451133 node-130 node status 1144858896 1 running,<NUM> node-<NUM> node status <HEX> 1 running
HPC_2k,705,,,node-208,459286 node-208 node status 1145542009 1 not responding,<NUM> node-<NUM> node status <HEX> 1 not responding
HPC_2k,706,,,node-108,459133 node-108 node status 1145541960 1 configured out,<NUM> node-<NUM> node status <HEX> 1 configured out
HPC_2k,707,,,node-135,463655 node-135 node status 1145554526 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,708,,,node-160,463680 node-160 node status 1145554526 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,709,,,node-249,463769 node-249 node status 1145554526 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,710,,,node-164,463684 node-164 node status 1145554526 0 running,<NUM> node-<NUM> node status <HEX> 0 running
HPC_2k,711,,,gige7,2559971 gige7 gige temperature 1073151998 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,712,,,gige7,2552510 gige7 gige temperature 1072553474 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,713,,,gige5,2556843 gige5 gige temperature 1072878243 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,714,,,gige7,2555058 gige7 gige temperature 1072734978 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,715,,,gige7,2554674 gige7 gige temperature 1072671675 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,716,,,gige5,2554666 gige5 gige temperature 1072670036 1 warning,<NUM> gige5 gige temperature <HEX> 1 warning
HPC_2k,717,,,node-212,2552992 node-212 node temperature 1072633140 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,718,,,gige7,2563073 gige7 gige temperature 1073610711 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
HPC_2k,719,,,node-232,2562762 node-232 node temperature 1073579610 1 ambient=30,<NUM> node-<NUM> node temperature <HEX> 1 ambient=30
HPC_2k,720,,,gige7,2562656 gige7 gige temperature 1073561505 1 normal,<NUM> gige7 gige temperature <HEX> 1 normal
