dataset,line_no,timestamp,level,component,message,template
Hadoop_2k,451,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:34,844 INFO [IPC Server handler 12 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794","<NUM>-10-18 18:03:34,<NUM> INFO [IPC Server handler 12 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,452,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:35,250 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:35,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,453,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:35,250 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:35,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,454,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:35,625 INFO [IPC Server handler 18 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.20757815","<NUM>-10-18 18:03:35,<NUM> INFO [IPC Server handler 18 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,455,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:36,063 INFO [IPC Server handler 27 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553","<NUM>-10-18 18:03:36,<NUM> INFO [IPC Server handler 27 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,456,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:36,297 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:36,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,457,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:36,297 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:36,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,458,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:37,391 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:37,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,459,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:37,391 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:37,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,460,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:37,532 INFO [IPC Server handler 18 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506","<NUM>-10-18 18:03:37,<NUM> INFO [IPC Server handler 18 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,461,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:38,360 INFO [IPC Server handler 2 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794","<NUM>-10-18 18:03:38,<NUM> INFO [IPC Server handler 2 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,462,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:38,500 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:38,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,463,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:38,500 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:38,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,464,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:38,875 INFO [IPC Server handler 13 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.24035259","<NUM>-10-18 18:03:38,<NUM> INFO [IPC Server handler 13 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,465,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:39,219 INFO [IPC Server handler 5 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.22765201","<NUM>-10-18 18:03:39,<NUM> INFO [IPC Server handler 5 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,466,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:39,625 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:39,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,467,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:39,625 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:39,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,468,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:40,610 INFO [IPC Server handler 29 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067","<NUM>-10-18 18:03:40,<NUM> INFO [IPC Server handler 29 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<NUM>"
Hadoop_2k,469,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:40,688 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:40,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,470,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:40,688 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:40,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,471,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:41,766 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:41,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,472,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:41,766 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:41,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,473,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:41,907 INFO [IPC Server handler 23 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19716828","<NUM>-10-18 18:03:41,<NUM> INFO [IPC Server handler 23 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,474,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:42,391 INFO [IPC Server handler 2 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.26542902","<NUM>-10-18 18:03:42,<NUM> INFO [IPC Server handler 2 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,475,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:42,719 INFO [IPC Server handler 4 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.26314905","<NUM>-10-18 18:03:42,<NUM> INFO [IPC Server handler 4 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,476,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:42,907 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:42,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,477,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:42,907 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:42,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,478,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:43,766 INFO [IPC Server handler 4 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067","<NUM>-10-18 18:03:43,<NUM> INFO [IPC Server handler 4 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<NUM>"
Hadoop_2k,479,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:44,048 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:44,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,480,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:44,048 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:44,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,481,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:45,063 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:45,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,482,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:45,063 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:45,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,483,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:45,345 INFO [IPC Server handler 27 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.23859076","<NUM>-10-18 18:03:45,<NUM> INFO [IPC Server handler 27 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,484,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:45,876 INFO [IPC Server handler 4 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006","<NUM>-10-18 18:03:45,<NUM> INFO [IPC Server handler 4 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,485,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:46,157 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:46,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,486,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:46,157 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:46,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,487,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:46,282 INFO [IPC Server handler 13 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525","<NUM>-10-18 18:03:46,<NUM> INFO [IPC Server handler 13 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,488,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:46,813 INFO [IPC Server handler 29 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067","<NUM>-10-18 18:03:46,<NUM> INFO [IPC Server handler 29 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<NUM>"
Hadoop_2k,489,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:47,173 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:47,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,490,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:47,173 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:47,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,491,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:48,204 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:48,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,492,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:48,204 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:48,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,493,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:49,189 INFO [IPC Server handler 13 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006","<NUM>-10-18 18:03:49,<NUM> INFO [IPC Server handler 13 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,494,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:49,235 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:49,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,495,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:49,235 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:49,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,496,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:49,360 INFO [IPC Server handler 9 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.2754006","<NUM>-10-18 18:03:49,<NUM> INFO [IPC Server handler 9 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<NUM>"
Hadoop_2k,497,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:49,735 INFO [IPC Server handler 29 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525","<NUM>-10-18 18:03:49,<NUM> INFO [IPC Server handler 29 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
Hadoop_2k,498,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:49,845 INFO [IPC Server handler 14 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.5091932","<NUM>-10-18 18:03:49,<NUM> INFO [IPC Server handler 14 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<NUM>"
Hadoop_2k,499,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:50,267 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:50,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,500,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:50,267 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:50,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,501,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:51,298 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:51,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,502,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:51,298 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:51,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,503,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:52,298 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>","<NUM>-10-18 18:03:52,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:0, vCores:-27>"
Hadoop_2k,504,,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"2015-10-18 18:03:52,298 INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","<NUM>-10-18 18:03:52,<NUM> INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"
Hadoop_2k,505,,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,"2015-10-18 18:03:52,611 INFO [IPC Server handler 10 on 62270] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006","<NUM>-10-18 18:03:52,<NUM> INFO [IPC Server handler 10 on <NUM>] org.apache.hadoop.mapred.TaskAttemptListenerImpl: Progress of TaskAttempt attempt_<NUM>_<NUM>_m_<NUM>_0 is : 0.<HEX>"
