timestamp,raw,final_label,severity,owner_team,tags,cluster_id,t5_template,cluster_template,auto_label
,[2025-09-03T12:25:16.0000 POWER: no more nodes to resume for job JobId=986,cluster_power_save_complete,info,infra,"power,save,complete",1,] [2025-09-03T12:25:16.0000 POWER: no more nodes resume for job] [2025-09-03T12:25:16.0000 POWER: no more nodes resume for job POWER: no more nodes resume for job,<*> POWER: no more nodes to resume for job JobId=986,cluster_power_save_complete
,[2025-09-03T12:16:33.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded threshold latency to storage cluster exceeded,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T08:42:11.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,[2025-09-03T08:42:11.0000 Running as primary controller.] [2025-09-03T08:42:11.0000 Running as primary controller.,<*> Running as primary controller,controller_primary
,[2025-09-03T10:06:09.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,[2025-09-03T10:06:09.0000 State of 0 reservations recovered recovered. [2025-09-03T10:06:09.0000 State of 0 reservations recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T11:34:43.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T11:34:43.0000 AUTH: authentication failure for user admin] [2025-09-03T11:34:43.0000 AUTH: authentication failure for user admin] [2025-09-03T11:34:43.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T13:05:52.0000 _slurm_rpc_submit_batch_job: JobId=987 InitPrio=33692 usec=5263,job_submit_batch,info,scheduler,"job,submit,batch",25,[2025-09-03T13:05:52.0000 _slurm_rpc_submit_batch_job: [2025-09-03T13:05:52.0000 _slurm_rpc_submit_batch,[2025-09-03T13:05:52.0000 _slurm_rpc_submit_batch_job: JobId=987 InitPrio=33692 usec=5263,job_submit_batch
,[2025-09-03T23:07:39.0000 DISK: /var is 96% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,[2025-09-03T23:07:39.0000 DISK: /var is 96% full on node cpu-8c-std] [2025-09-03T23:07:39.0000 DISK: /var is 96% full,<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T19:51:56.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T19:51:56.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding now now]-c7i4xlarge-5] [2025-09-03T19:,<*> Node <*> now responding,node_now_responding
,"[2025-09-03T08:29:54.0000 Gres Name=gpu Type=l4 Count=7 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T08:29:54.0000 Gres] [2025-09-03T08:29:54.0000 Gres] [2025-09-03T08:29:54.0000 Gres] [2025-09-03T08:29:54,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T22:06:07.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,[2025-09-03T22:06:07.0000 NETWORK: latency to storage cluster exceeded threshold.] [2025-09-03T22:06:07.0000 NETWORK: latency to storage cluster exceeded threshold.,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T21:09:01.0000 POWER: Power save mode: 336 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T21:09:01.0000 POWER: Power save mode: 336 nodes [2025-09-03T21:09:01.0000 POWER: Power save mode: 336 nodes [2025-09-03T21:09:01.0000 POWER,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T10:43:10.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,cpu=8c-std-dy-c7i4xlarge-4] [2025-09-03T10:43:10.0000]]-c7i4xlarge-4-x2025-09-03T10:,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T22:03:30.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,2025-09T22:03:30.0000].]..2025-09T22:03:30.0000 Running as primary controller] [2025-09-03T22:03:30.0000 [2025-09-03T22:03:30.0000,<*> Running as primary controller,controller_primary
,[2025-09-03T07:46:53.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T07:46:53.0000.2025-09-03T07:46:53.0000 State of 0 reservations recovered recovered.0000] [2025-09-03T07:46:53.0000 State of 0 reservations recovered recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T03:14:10.0000 POWER: Power save mode: 328 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T03:14:10.0000 POWER: Power save mode: 328 nodes [2025-09-03T03:14:10.0000 POWER: Power save mode: 328 nodes [2025-09-03T03:14:10.0000 POWER,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T07:34:34.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,..].] [2025-09T07:34:34.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T07:34:34.0000 NETWORK: latency to storage cluster exceeded threshold.,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T15:40:27.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding,node_now_responding,info,infra,"node,recovered,online",8,cpu-8c-std-dy-c7i4xlarge-1 now responding now now]-c7i4xlarge-1 now responding now-c7i4xlarge-1]-c7i4-5-09T15,<*> Node <*> now responding,node_now_responding
,[2025-09-03T01:31:10.0000 _slurm_rpc_submit_batch_job: JobId=971 InitPrio=35714 usec=5350,job_submit_batch,info,scheduler,"job,submit,batch",26,[2025-09-03T01:31:10.0000 _slurm_rpc_submit_batch_job: [2025-09-03T01:31:10.0000 _slurm_rpc_submit_batch_job,[2025-09-03T01:31:10.0000 _slurm_rpc_submit_batch_job: JobId=971 InitPrio=35714 usec=5350,job_submit_batch
,[2025-09-03T11:05:09.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold.. latency to storage cluster exceeded threshold..] [2025-09-03T11:05:09.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T11:05:09.,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,"[2025-09-03T09:30:15.0000 Gres Name=gpu Type=l4 Count=7 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09T09:30:15.0000] [2025-09-03T09:30:15.0000 Gres Name=gpu Type=l4 Count=74]2025-09-03T09:30:15.0000]] [2025-09-,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T07:57:15.0000 _slurm_rpc_submit_batch_job: JobId=983 InitPrio=33373 usec=5191,job_submit_batch,info,scheduler,"job,submit,batch",27,5-09-03T07:57:15.0000 [2025-09-03T07:57:15.0000 _slurm_rpc_submit_batch_job: [2025-09-03T07:57:15.0000 _s,[2025-09-03T07:57:15.0000 _slurm_rpc_submit_batch_job: JobId=983 InitPrio=33373 usec=5191,job_submit_batch
,[2025-09-03T08:24:28.0000 _slurm_rpc_submit_batch_job: JobId=1019 InitPrio=34218 usec=5937,job_submit_batch,info,scheduler,"job,submit,batch",28,5-09-03T08:24:28.0000 _slurm_rpc_submit_batch_job: [2025-09-03T08:24:28.0000 _slurm_rpc_submit_batch_,[2025-09-03T08:24:28.0000 _slurm_rpc_submit_batch_job: JobId=1019 InitPrio=34218 usec=5937,job_submit_batch
,[2025-09-03T21:51:34.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T21:51:34.0000 select/cons_tres: preparing for 19 partitions..]] [2025-09-03T21:51:34.0000 select/cons_tres: preparing for 19 partitions.,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T18:47:37.0000 Node cpu-8c-std-dy-c7i4xlarge-4 now responding,node_now_responding,info,infra,"node,recovered,online",8,cpu-8c-std-dy-c7i4xlarge-4 now responding now now [2025-09-03T18:47:37.0000 Node cpu-c7i4xlarge-4 now responding now-c7i,<*> Node <*> now responding,node_now_responding
,[2025-09-03T09:48:04.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,2025-09-03T09:48:04.0000 select/cons_tres: preparing for 19 partitions.s...s..s.2025-09-03T09:48:04.00005-09-03T09:,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T03:36:01.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding,node_now_responding,info,infra,"node,recovered,online",8,cpu-8c-std-dy-c7i4xlarge-5 now responding.]-c7i4xlarge-5] [2025-09T03:36:01.0000 Node cpu-8c-std-dy-,<*> Node <*> now responding,node_now_responding
,"[2025-09-03T05:37:09.0000 Gres Name=gpu Type=l4 Count=8 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T05:37:09.0000 Gres] [2025-09-03T05:37:09.0000 Gres] [2025-09-03T05:37:09.0000 Gres] [2025-09-03T05:37:09.0000 Gres,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,"[2025-09-03T21:55:32.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters,info,scheduler,"scheduler,config",3,"2025-09-03T21:55:32.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320] [2025-09-03T21:55:32.0000] [","<*> SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters
,[2025-09-03T16:45:36.0000 POWER: Power save mode: 339 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T16:45:36.0000 POWER: Power save mode: 339 nodes. [2025-09-03T16:45:36.0000 POWER: Power save mode: 339 nodes.,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T21:06:33.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T21:06:33.0000 AUTH: authentication failure for user admin] [2025-09-03T21:06:33.0000 AUTH: authentication failure for user admin] [2025-09-03T21:06:33.0000,<*> AUTH: authentication failure for user admin,auth_failure
,"[2025-09-03T00:22:55.0000 Gres Name=gpu Type=l4 Count=4 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09T00:22:55.0000] [2025-09-03T00:22:55.0000 Gres4] [2025-09-03T00:22:55.0000 Gres55]0] [2025-09-03T00:,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T11:20:48.0000 _slurm_rpc_submit_batch_job: JobId=1003 InitPrio=32729 usec=6885,job_submit_batch,info,scheduler,"job,submit,batch",29,[2025-09-03T11:20:48.48.0000 _slurm_rpc_submit_batch_job: [2025-09-03T11:20:48.48.0000 _slurm_rpc_sub,[2025-09-03T11:20:48.0000 _slurm_rpc_submit_batch_job: JobId=1003 InitPrio=32729 usec=6885,job_submit_batch
,[2025-09-03T10:38:31.0000 Node cpu-8c-std-dy-c7i4xlarge-3 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T10:38:31.0000 Node cpu-8c-std-dy-c7i4xlarge-3 now responding. [2025-09-03T10:38:31.0000 Node cpu-8c-st,<*> Node <*> now responding,node_now_responding
,[2025-09-03T09:13:08.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold.2025-09-03T09:13:08.0000.. latency to storage cluster exceeded threshold..2025-09-03T09:13:08.0000]5-09-03T09:13:08.,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,"[2025-09-03T10:31:39.0000 Gres Name=gpu Type=l4 Count=5 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T10:31:3.0000 Gres] [2025-09-03T10:31:3.0000 Gres] [2025-09-03T10:31:3.0000 Gres] [2025-09-03T10:31:03.0000 Gres,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T13:00:54.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,cpu=8c-std-dy-c7i4xlarge-4] [2025-09-03T13:00:54.0000]-c7i4xlarge-4---5-09-03T13:,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T00:32:42.0000 POWER: Power save mode: 338 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T00:32:42.0000 POWER: Power save mode: 338 nodes. [2025-09-03T00:32:42.0000 POWER: Power save mode: 338 nodes.,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T14:49:00.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,cpu=8c-std-dy-c7i4xlarge-4] [2025-09T14:49:00.0000]-c7i4xlarge-4]---5-09-03T14:49,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T06:07:47.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold..] [2025-09-03T06:07:47.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T06:07:47.0000 NETWORK: latency to,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T15:01:58.0000 sched: Allocate JobId=961 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T15:01:58.0000 sched:-dy-c7i4xlarge-3]d-dy-c7i4xlarge-3] [2025-09-03T15:01:58.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T22:35:25.0000 POWER: Power save mode: 331 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T22:35:25.0000 POWER: Power save mode: 331 nodes: [2025-09-03T22:35:25.0000 POWER: [2025-09-03T22:35:25.0000 POWER: Power save mode,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T05:42:34.0000 sched: Allocate JobId=953 NodeList=cpu-8c-std-dy-c7i4xlarge-2 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T05:42:34.0000 sched:-dy-c7i4xlarge-2]d-dy-c7i4xlarge-2] [2025-09-03T05:42:34.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T05:33:32.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,[2025-09-03T05:33:32.0000 Running as primary controller.] [2025-09-03T05:33:32.0000 Running as primary controller.,<*> Running as primary controller,controller_primary
,[2025-09-03T01:27:01.0000 AUTH: user root failed password authentication,auth_failure,high,security,"auth,security,login_failure",30,[2025-09-03T01:27:01.0000 AUTH: user root failed password authentication.] [2025-09-03T01:27:01.0000 AUTH: user root failed password authentication.,[2025-09-03T01:27:01.0000 AUTH: user root failed password authentication,auth_failure
,[2025-09-03T18:34:02.0000 _slurm_rpc_submit_batch_job: JobId=953 InitPrio=30192 usec=5880,job_submit_batch,info,scheduler,"job,submit,batch",31,[2025-09-03T18:34:02.0000 _slurm_rpc_submit_batch_job: JobId=953 InitPrio=30192 usec=5880 [2025-09-03T18:34:02.0000,[2025-09-03T18:34:02.0000 _slurm_rpc_submit_batch_job: JobId=953 InitPrio=30192 usec=5880,job_submit_batch
,[2025-09-03T01:31:37.0000 DISK: /var is 93% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,] [2025-09-03T01:31:37.0000 DISK: /var is 93% full on node cpu-8c-std]]] [2025-09-03T01:31:37.0000 DISK:,<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T20:43:55.0000 POWER: Power save mode: 330 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T20:43:55.0000 POWER: Power save mode: 330 nodes [2025-09-03T20:43:55.0000 POWER: Power save mode: 330 nodes [2025-09-03T20:43:55.,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,"[2025-09-03T03:06:32.0000 Gres Name=gpu Type=l4 Count=7 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09T03:06:32.0000 Gres] [2025-09-03T03:06:32.0000 Gres] [2025-09-03T03:06:32.0000 Gres] [2025-09-03T03:06:32.0000,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,"[2025-09-03T22:07:01.0000 Gres Name=gpu Type=l4 Count=1 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T22:07:01.0000 Gres] [2025-09-03T22:07:01.0000 Gres] [2025-09-03T22:07:01.0000 Gres] [2025-09-03T22:07:01.0000 Gres,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T22:54:07.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold.. latency to storage cluster exceeded threshold...] [2025-09-03T22:54:07.0000 NETWORK: latency to storage cluster exceeded threshold..2025-09-03T22:54,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T01:29:03.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,[2025-09-03T01:29:03.0000 State of 0 reservations recovered recovered. [2025-09-03T01:29:03.0000 State of 0 reservations recovered.,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T15:07:05.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T15:07:05.0000 select/cons_tres: preparing for 19 partitions..]. [2025-09-03T15:07:05.0000 select/cons_tres: preparing for 19 partitions..,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T02:49:47.0000 _slurm_rpc_submit_batch_job: JobId=1021 InitPrio=34758 usec=6066,job_submit_batch,info,scheduler,"job,submit,batch",32,[2025-09-03T02:49:47.0000 _slurm_rpc_submit_batch_job: [2025-09-03T02:49:47.0000 _slurm_rpc_submit_batch,[2025-09-03T02:49:47.0000 _slurm_rpc_submit_batch_job: JobId=1021 InitPrio=34758 usec=6066,job_submit_batch
,[2025-09-03T19:56:11.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,[2025-09-03T19:56:11.0000 Running as primary controller. [2025-09-03T19:56:11.0000 Running as primary controller.,<*> Running as primary controller,controller_primary
,[2025-09-03T16:53:46.0000 _slurm_rpc_submit_batch_job: JobId=978 InitPrio=32923 usec=5007,job_submit_batch,info,scheduler,"job,submit,batch",33,[2025-09-03T16:53:46.0000 _slurm_rpc_submit_batch_job: [2025-09-03T16:53:46.0000 _slurm_rpc_submit_batch,[2025-09-03T16:53:46.0000 _slurm_rpc_submit_batch_job: JobId=978 InitPrio=32923 usec=5007,job_submit_batch
,[2025-09-03T07:01:14.0000 sched: Allocate JobId=1000 NodeList=cpu-8c-std-dy-c7i4xlarge-4 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T07:01:14.0000 sched:-dy-c7i4xlarge-4]d-dy-c7i4xlarge-4] [2025-09-03T07:01:14.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T08:44:29.0000 DISK: /var is 97% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,] [2025-09-03T08:44:29.0000 DISK:] [2025-09-03T08:44:29.0000 DISK:]] [2025-09-03T08:44:29.0000 DISK:,<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T14:06:26.0000 _slurm_rpc_submit_batch_job: JobId=986 InitPrio=31967 usec=5035,job_submit_batch,info,scheduler,"job,submit,batch",34,[2025-09-03T14:06:26.0000 _slurm_rpc_submit_batch_job: [2025-09-03T14:06:26.0000 _slurm_rpc_submit_batch,[2025-09-03T14:06:26.0000 _slurm_rpc_submit_batch_job: JobId=986 InitPrio=31967 usec=5035,job_submit_batch
,[2025-09-03T11:41:58.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold..].] [2025-09-03T11:41:58.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T11:41:58.0000.0000,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T03:41:25.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T03:41:25.0000 AUTH: authentication failure for user admin] [2025-09-03T03:41:25.0000 AUTH: authentication failure for user admin] [2025-09-03T03:41:25.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T04:26:45.0000 DISK: scrubber error while cleaning temp files,disk_scrubber_error,high,storage,"disk,scrubber,error",14,2025-09-03T04:26:06.0000 DISK: scrubber error while cleaning temp files..]..5-09-03T04:26:0000.5-09-03T04:26:00005-09-03T,<*> DISK: scrubber error while cleaning temp files,disk_scrubber_error
,[2025-09-03T09:40:24.0000 sched: Allocate JobId=1008 NodeList=cpu-8c-std-dy-c7i4xlarge-2 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,cpu-8c-std-dy-c7i4xlarge-2-dy-c7i4xlarge-2]d-dy-c7i4xlarge-2] [2025-09-03T09:40:24.0000,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T16:54:48.0000 select/cons_tres: preparing for 19 partitions,unknown,info,unknown,,20,[2025-09T16:54:48.0000 select/cons_tres: preparing for 19 partitions..]. [2025-09-03T16:54:48.0000 select/cons_tres: preparing for 19 partitions..,<*> select/cons_tres: preparing for 19 partitions,unknown
,[2025-09-03T05:07:59.0000 Running as primary controller,controller_primary,info,infra,"controller,primary",6,[2025-09-03T05:07:59.0000 Running as primary controller.] [2025-09-03T05:07:59.0000 Running as primary controller.,<*> Running as primary controller,controller_primary
,[2025-09-03T10:27:52.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T10:27:52.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding. [2025-09-03T10:27:52.0000 Node cpu-8c-st,<*> Node <*> now responding,node_now_responding
,[2025-09-03T21:59:39.0000 sched: Allocate JobId=991 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,cpu-8c-std-dy-c7i4xlarge-3-dy-c7i4xlarge-3]dy-c7i4xlarge-3] [2025-09-03T21:59:59.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T13:58:22.0000 DISK: /var is 86% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,] [2025-09-03T13:58:22.0000 DISK:]]] [2025-09-03T13:58:22.0000 DISK: /var is 86% full on node cpu-8c-std,<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T22:59:27.0000 POWER: Power save mode: 326 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T22:59:27.0000 POWER: Power save mode: 326 nodes: [2025-09-03T22:59:27.0000 POWER: [2025-09-03T22:59:27.0000 POWER: Power save mode,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T13:58:39.0000 POWER: Power save mode: 322 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T13:58:39.0000 POWER: Power save mode: 322 nodes. [2025-09-03T13:58:39.0000 POWER: Power save mode: 322 nodes.,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T22:51:10.0000 sched: Allocate JobId=967 NodeList=cpu-8c-std-dy-c7i4xlarge-4 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T22:51:10.0000 sched: Allocate JobId=967-dy-c7i4xlarge-4]dy-c7i4xlarge-4] [2025-09-03T22:51:,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T09:45:43.0000 Node cpu-8c-std-dy-c7i4xlarge-3 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T09:45:43.0000 Node cpu-8c-std-dy-c7i4xlarge-3 now responding now now]-c7i4xlarge-3]-c7i4x-,<*> Node <*> now responding,node_now_responding
,[2025-09-03T02:29:10.0000 POWER: Power save mode: 333 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T02:29:10.0000 POWER: Power save mode: 333 nodes [2025-09-03T02:29:10.0000 POWER: Power save mode: 333 nodes [2025-09-03T02:29:10.0000 POWER,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T06:35:42.0000 Node cpu-8c-std-dy-c7i4xlarge-2 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T06:35:42.0000 Node cpu-8c-std-dy-c7i4xlarge-2 now responding now now]-c7i4xlarge-2 now responding-c7i4-,<*> Node <*> now responding,node_now_responding
,"[2025-09-03T06:29:02.0000 Gres Name=gpu Type=l4 Count=3 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T06:29:02.0000 Gres] [2025-09-03T06:29:02.0000 Gres] [2025-09-03T06:29:02.0000 Gres] [2025-09-03T06:29:02.0000 Gres,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T00:52:43.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T00:52:43.0000 AUTH: authentication failure for user admin] [2025-09-03T00:52:43.0000 AUTH: authentication failure for user admin] [2025-09-03T00:52:43.0000,<*> AUTH: authentication failure for user admin,auth_failure
